time(days),inlet flow,outlet flow,inlet pressure,outlet pressure,Inlet Temp,Outlet Temp
0.135437384,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.138909608,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.142381832,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.145854056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.14932628,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.152798489,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.156270713,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.159742936,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.16321516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.166687384,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.170159608,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.173631832,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.177104056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.18057628,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.184048489,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.187520713,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.190992922,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.194465145,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.197937369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.201409593,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.204881817,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.208354041,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.211826265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.215298489,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.218770713,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.222242922,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.225715145,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.229187369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.232659593,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.236131817,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.239604041,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.243076265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.246548489,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.250020713,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.253492922,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.25696516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.260437369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.263909608,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.267381817,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.270854026,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.274326265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.277798474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.281270713,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.284742922,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.28821516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.291687369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.295159608,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.298631817,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.302104026,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.305576265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.309048474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.312520713,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.315992922,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.31946516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.322937369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.326409608,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.329881817,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.333354026,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.336826265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.340298474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.343770713,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.347242922,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.35071516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.354187369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.357659608,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.361131817,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.364604026,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.368076265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.371548474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.375020713,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.378492922,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.38196516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.385437369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.388909608,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.392381817,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.395854026,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.399326265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.402798474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.406270713,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.409742922,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.41321516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.416687369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.420159608,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.423631817,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.427104026,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.430576265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.434048474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.437520713,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.440992922,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.44446516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.447937369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.451409608,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.454881817,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.458354026,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.461826265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.465298474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.468770713,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.472242922,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.47571516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.479187369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.482659608,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.486131817,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.489604026,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.493076265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.496548474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.500020683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.503492951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.50696516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.510437369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.513909578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.517381847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.520854056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.524326265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.527798474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.531270683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.534742951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.53821516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.541687369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.545159578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.548631847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.552104056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.555576265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.559048474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.562520683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.565992951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.56946516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.572937369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.576409578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.579881847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.583354056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.586826265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.590298474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.593770683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.597242951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.60071516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.604187369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.607659578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.611131847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.614604056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.618076265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.621548474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.625020683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.628492951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.63196516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.635437369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.638909578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.642381847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.645854056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.649326265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.652798474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.656270683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.659742951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.66321516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.666687369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.670159578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.673631847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.677104056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.680576265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.684048474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.687520683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.690992951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.69446516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.697937369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.701409578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.704881847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.708354056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.711826265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.715298474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.718770683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.722242951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.72571516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.729187369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.732659578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.736131847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.739604056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.743076265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.746548474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.750020683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.753492951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.75696516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.760437369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.763909578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.767381847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.770854056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.774326265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.777798474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.781270683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.784742951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.78821516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.791687369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.795159578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.798631847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.802104056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.805576265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.809048474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.812520683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.815992951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.81946516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.822937369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.826409578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.829881847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.833354056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.836826265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.840298474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.843770683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.847242951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.85071516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.854187369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.857659578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.861131847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.864604056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.868076265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.871548474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.875020683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.878492951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.88196516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.885437369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.888909578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.892381847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.895854056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.899326265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.902798474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.906270683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.909742951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.91321516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.916687369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.920159578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.923631847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.927104056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.930576265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.934048474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.937520683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.940992951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.94446516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.947937369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.951409578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.954881847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.958354056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.961826265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.965298474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.968770683,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.972242951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.97571516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.979187369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.982659578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.986131847,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.989604056,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.993076265,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
0.996548474,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.000020742,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.003492951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.00696516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.010437369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.013909578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.017381787,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.020853996,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.024326205,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.027798533,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.031270742,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.034742951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.03821516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.041687369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.045159578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.048631787,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.052103996,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.055576205,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.059048533,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.062520742,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.065992951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.06946516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.072937369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.076409578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.079881787,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.083353996,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.086826205,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.090298533,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.093770742,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.097242951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.10071516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.104187369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.107659578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.111131787,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.114603996,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.118076205,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.121548533,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.125020742,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.128492951,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.13196516,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.135437369,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.138909578,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.142381787,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
1.145853996,62265.77734,62254.48438,92.30233002,91.73195648,28.81126976,28.61053085
