time(days),time(time),inlet flow,outlet flow,inlet pressure,outlet pressure,Inlet Temp,Outlet Temp
06/07/2009,07:13:26,62203.51156,62203.51156,92.26540909,91.6952637,28.793983,28.6076698
06/07/2009,07:18:28,62259.55076,62253.3248,92.30233002,91.66774411,28.793983,28.58192032
06/07/2009,07:23:31,62253.32418,62240.87352,92.21925792,91.64939772,28.80550751,28.59622558
06/07/2009,07:28:33,62259.55076,62247.09885,92.24694862,91.66774411,28.793983,28.59336453
06/07/2009,07:33:36,62265.77734,62253.32418,92.26540909,91.66774411,28.80262638,28.60480874
06/07/2009,07:38:38,62265.77734,62234.64445,92.30233002,91.72278328,28.79110187,28.60194769
06/07/2009,07:43:40,62253.32418,62222.19752,92.24694862,91.65857091,28.80838863,28.59622558
06/07/2009,07:48:43,62209.73814,62209.73814,92.21925792,91.65857091,28.80838863,28.58478137
06/07/2009,07:53:45,62228.41787,62228.41787,92.21002769,91.73195648,28.78245849,28.58192032
06/07/2009,07:58:48,62209.73814,62209.73814,92.25617885,91.71361009,28.79686413,28.60480874
06/07/2009,08:03:50,62203.51156,62172.4098,92.24694862,91.64939772,28.80262638,28.60480874
06/07/2009,08:08:52,62234.64445,62234.64445,92.21925792,91.64022452,28.80262638,28.59336453
06/07/2009,08:13:55,62253.32418,62222.19752,92.22848816,91.6860905,28.81126976,28.58764243
06/07/2009,08:18:57,62209.73814,62184.85424,92.21002769,91.64022452,28.79974525,28.59050348
06/07/2009,08:24:00,62203.51156,62203.51156,92.22848816,91.67691731,28.79974525,28.58764243
06/07/2009,08:29:02,62228.41787,62203.5265,92.22848816,91.64022452,28.80262638,28.58478137
06/07/2009,08:34:04,62228.41787,62222.19503,92.26540909,91.6860905,28.78533962,28.61053085
06/07/2009,08:39:07,62253.32418,62234.64818,92.23771839,91.64022452,28.78245849,28.58764243
06/07/2009,08:44:09,62222.1913,62209.74686,92.25617885,91.64939772,28.80838863,28.60480874
06/07/2009,08:49:12,62247.09761,62234.64819,92.22848816,91.70443689,28.78822074,28.60194769
06/07/2009,08:54:14,62215.96472,62197.29993,92.21002769,91.64939772,28.78533962,28.59336453
06/07/2009,08:59:16,62259.55076,62240.87289,92.21925792,91.65857091,28.78245849,28.6076698
06/07/2009,09:04:19,62209.73814,62178.63327,92.21002769,91.65857091,28.793983,28.59908664
06/07/2009,09:09:21,62203.51156,62191.07086,92.21002769,91.6860905,28.78822074,28.61053085
06/07/2009,09:14:24,62209.73814,62209.73814,92.25617885,91.70443689,28.80838863,28.59908664
06/07/2009,09:19:26,62222.1913,62209.74686,92.30233002,91.67691731,28.78822074,28.6076698
06/07/2009,09:24:28,62253.32418,62240.87352,92.23771839,91.66774411,28.79686413,28.60480874
06/07/2009,09:29:31,62265.77734,62259.55076,92.28386955,91.72278328,28.80550751,28.60194769
06/07/2009,09:34:33,62203.51156,62197.29121,92.22848816,91.67691731,28.79686413,28.59336453
06/07/2009,09:39:36,62253.32418,62247.09885,92.25617885,91.65857091,28.80262638,28.6076698
06/07/2009,09:44:38,62215.96472,62197.29993,92.22848816,91.67691731,28.793983,28.59908664
06/07/2009,09:49:40,62259.55076,62253.3248,92.22848816,91.71361009,28.80262638,28.59622558
06/07/2009,09:54:43,62222.1913,62197.30242,92.30233002,91.71361009,28.80262638,28.59050348
06/07/2009,09:59:45,62215.96472,62215.96472,92.26540909,91.65857091,28.793983,28.58192032
06/07/2009,10:04:48,62247.09761,62228.42348,92.21002769,91.6952637,28.80262638,28.59622558
06/07/2009,10:09:50,62222.1913,62209.74686,92.21002769,91.72278328,28.793983,28.59050348
06/07/2009,10:14:52,62240.87103,62215.97468,92.26540909,91.64939772,28.79110187,28.58478137
06/07/2009,10:19:55,62259.55076,62240.87289,92.23771839,91.73195648,28.78822074,28.6076698
06/07/2009,10:24:57,62247.09761,62228.42348,92.28386955,91.71361009,28.80262638,28.59050348
06/07/2009,10:30:00,62209.73814,62184.85424,92.29309979,91.67691731,28.80262638,28.59908664
06/07/2009,10:35:02,62228.41787,62222.19503,92.24694862,91.70443689,28.79974525,28.59622558
06/07/2009,10:40:04,62253.32418,62228.42285,92.22848816,91.6860905,28.793983,28.59908664
06/07/2009,10:45:07,62253.32418,62247.09885,92.29309979,91.6860905,28.79110187,28.59336453
06/07/2009,10:50:09,62234.64445,62209.75059,92.28386955,91.65857091,28.80262638,28.59336453
06/07/2009,10:55:12,62215.96472,62209.74312,92.26540909,91.6860905,28.79686413,28.59908664
06/07/2009,11:00:14,62234.64445,62228.42099,92.28386955,91.70443689,28.79974525,28.61053085
06/07/2009,11:05:16,62253.32418,62228.42285,92.21002769,91.64939772,28.793983,28.60480874
06/07/2009,11:10:19,62247.09761,62228.42348,92.21925792,91.72278328,28.79686413,28.58478137
06/07/2009,11:15:21,62234.64445,62228.42099,92.22848816,91.66774411,28.80262638,28.59622558
06/07/2009,11:20:24,62228.41787,62203.5265,92.30233002,91.67691731,28.80838863,28.58192032
06/07/2009,11:25:26,62203.51156,62184.85051,92.23771839,91.64939772,28.78533962,28.59050348
06/07/2009,11:30:28,62240.87103,62209.75059,92.21925792,91.72278328,28.80550751,28.58192032
06/07/2009,11:35:31,62209.73814,62197.29619,92.30233002,91.65857091,28.81126976,28.58478137
06/07/2009,11:40:33,62265.77734,62247.09761,92.26540909,91.73195648,28.793983,28.60480874
06/07/2009,11:45:36,62203.51156,62172.4098,92.29309979,91.6952637,28.78533962,28.60480874
06/07/2009,11:50:38,62215.96472,62203.52153,92.21925792,91.67691731,28.793983,28.58192032
06/07/2009,11:55:40,62253.32418,62222.19752,92.21002769,91.67691731,28.78822074,28.58764243
06/07/2009,12:00:43,62234.64445,62203.52713,92.25617885,91.64022452,28.793983,28.58478137
06/07/2009,12:05:45,62253.32418,62247.09885,92.27463932,91.6860905,28.78822074,28.59622558
06/07/2009,12:10:48,62259.55076,62247.09885,92.30233002,91.66774411,28.80838863,28.61053085
06/07/2009,12:15:50,62240.87103,62209.75059,92.26540909,91.6952637,28.79110187,28.61053085
06/07/2009,12:20:52,62265.77734,62247.09761,92.23771839,91.71361009,28.80550751,28.58764243
06/07/2009,12:25:55,62209.73814,62203.51717,92.22848816,91.66774411,28.78822074,28.60194769
06/07/2009,12:30:57,62253.32418,62247.09885,92.26540909,91.64939772,28.81126976,28.59050348
06/07/2009,12:36:00,62259.55076,62247.09885,92.23771839,91.70443689,28.78533962,28.58478137
06/07/2009,12:41:02,62228.41787,62197.30366,92.23771839,91.67691731,28.78822074,28.58764243
06/07/2009,12:46:04,62247.09761,62228.42348,92.30233002,91.6952637,28.80838863,28.61053085
06/07/2009,12:51:07,62228.41787,62209.74934,92.26540909,91.71361009,28.78245849,28.58192032
06/07/2009,12:56:09,62265.77734,62253.32418,92.26540909,91.66774411,28.79974525,28.58764243
06/07/2009,13:01:12,62247.09761,62234.64819,92.27463932,91.73195648,28.79686413,28.6076698
06/07/2009,13:06:14,62203.51156,62197.29121,92.24694862,91.64022452,28.79686413,28.60480874
06/07/2009,13:11:16,62265.77734,62234.64445,92.29309979,91.64022452,28.793983,28.59336453
06/07/2009,13:16:19,62240.87103,62228.42286,92.26540909,91.72278328,28.79686413,28.6076698
06/07/2009,13:21:21,62234.64445,62228.42099,92.23771839,91.6952637,28.78822074,28.60194769
06/07/2009,13:26:24,62222.1913,62197.30242,92.29309979,91.64022452,28.80262638,28.61053085
06/07/2009,13:31:26,62228.41787,62209.74934,92.26540909,91.6860905,28.79974525,28.59908664
06/07/2009,13:36:28,62265.77734,62259.55076,92.27463932,91.70443689,28.79974525,28.60194769
06/07/2009,13:41:31,62259.55076,62247.09885,92.21925792,91.72278328,28.80262638,28.60480874
06/07/2009,13:46:33,62259.55076,62234.64694,92.25617885,91.67691731,28.78245849,28.58478137
06/07/2009,13:51:36,62222.1913,62209.74686,92.22848816,91.64939772,28.80838863,28.59908664
06/07/2009,13:56:38,62209.73814,62209.73814,92.23771839,91.73195648,28.78822074,28.60194769
06/07/2009,14:01:40,62247.09761,62215.97406,92.25617885,91.67691731,28.80550751,28.58192032
06/07/2009,14:06:43,62253.32418,62228.42285,92.28386955,91.65857091,28.81126976,28.59336453
06/07/2009,14:11:45,62228.41787,62197.30366,92.23771839,91.64939772,28.81126976,28.61053085
06/07/2009,14:16:48,62215.96472,62203.52153,92.28386955,91.64022452,28.78533962,28.58764243
06/07/2009,14:21:50,62247.09761,62240.8729,92.26540909,91.6860905,28.78245849,28.59908664
06/07/2009,14:26:52,62240.87103,62228.42286,92.29309979,91.72278328,28.80550751,28.59908664
06/07/2009,14:31:55,62215.96472,62215.96472,92.29309979,91.64022452,28.78533962,28.59336453
06/07/2009,14:36:57,62253.32418,62253.32418,92.24694862,91.64022452,28.78822074,28.58764243
06/07/2009,14:42:00,62215.96472,62184.85674,92.29309979,91.64022452,28.793983,28.58192032
06/07/2009,14:47:02,62234.64445,62209.75059,92.25617885,91.72278328,28.79110187,28.59050348
06/07/2009,14:52:04,62203.51156,62184.85051,92.25617885,91.64022452,28.80262638,28.59050348
06/07/2009,14:57:07,62228.41787,62203.5265,92.30233002,91.6952637,28.793983,28.61053085
06/07/2009,15:02:09,62222.1913,62203.52464,92.29309979,91.6952637,28.80262638,28.58478137
06/07/2009,15:07:12,62259.55076,62247.09885,92.28386955,91.73195648,28.79110187,28.58764243
06/07/2009,15:12:14,62222.1913,62191.0802,92.28386955,91.66774411,28.78533962,28.60480874
06/07/2009,15:17:16,62253.32418,62234.64818,92.25617885,91.70443689,28.80262638,28.6076698
06/07/2009,15:22:19,62234.64445,62203.52713,92.24694862,91.64939772,28.79110187,28.58764243
06/07/2009,15:27:21,62234.64445,62222.19752,92.24694862,91.70443689,28.79974525,28.58478137
06/07/2009,15:32:24,62203.51156,62191.07086,92.27463932,91.6952637,28.78822074,28.58764243
06/07/2009,15:37:26,62228.41787,62228.41787,92.22848816,91.67691731,28.78533962,28.58478137
06/07/2009,15:42:28,62209.73814,62203.51717,92.24694862,91.72278328,28.78822074,28.59050348
06/07/2009,15:47:31,62228.41787,62215.97219,92.26540909,91.66774411,28.81126976,28.58478137
06/07/2009,15:52:33,62215.96472,62209.74312,92.24694862,91.66774411,28.79974525,28.59908664
06/07/2009,15:57:36,62265.77734,62265.77734,92.25617885,91.73195648,28.80838863,28.59050348
06/07/2009,16:02:38,62203.51156,62178.63016,92.29309979,91.72278328,28.78822074,28.59908664
06/07/2009,16:07:40,62234.64445,62228.42099,92.21925792,91.66774411,28.80262638,28.60194769
06/07/2009,16:12:43,62222.1913,62191.0802,92.30233002,91.73195648,28.78533962,28.58478137
06/07/2009,16:17:45,62234.64445,62228.42099,92.21002769,91.70443689,28.78245849,28.59336453
06/07/2009,16:22:48,62234.64445,62203.52713,92.24694862,91.73195648,28.79974525,28.59622558
06/07/2009,16:27:50,62222.1913,62203.52464,92.25617885,91.70443689,28.80838863,28.59622558
06/07/2009,16:32:52,62228.41787,62197.30366,92.24694862,91.65857091,28.78822074,28.60194769
06/07/2009,16:37:55,62209.73814,62191.07522,92.26540909,91.6860905,28.78822074,28.59622558
06/07/2009,16:42:57,62247.09761,62240.8729,92.21925792,91.64939772,28.80838863,28.59622558
06/07/2009,16:48:00,62209.73814,62184.85424,92.26540909,91.72278328,28.78822074,28.58764243
06/07/2009,16:53:02,62203.51156,62191.07086,92.21925792,91.67691731,28.80550751,28.59336453
06/07/2009,16:58:04,62247.09761,62222.19877,92.24694862,91.73195648,28.78533962,28.58192032
06/07/2009,17:03:07,62259.55076,62253.3248,92.21925792,91.71361009,28.80838863,28.59622558
06/07/2009,17:08:09,62234.64445,62222.19752,92.23771839,91.64022452,28.79974525,28.59622558
06/07/2009,17:13:12,62222.1913,62222.1913,92.23771839,91.64022452,28.78245849,28.59908664
06/07/2009,17:18:14,62215.96472,62215.96472,92.21925792,91.64022452,28.80550751,28.61053085
06/07/2009,17:23:16,62253.32418,62240.87352,92.24694862,91.67691731,28.80262638,28.60480874
06/07/2009,17:28:19,62265.77734,62259.55076,92.28386955,91.66774411,28.81126976,28.60194769
06/07/2009,17:33:21,62209.73814,62197.29619,92.21002769,91.6860905,28.80838863,28.58192032
06/07/2009,17:38:24,62209.73814,62191.07522,92.21002769,91.70443689,28.81126976,28.59622558
06/07/2009,17:43:26,62240.87103,62215.97468,92.29309979,91.64022452,28.81126976,28.59622558
06/07/2009,17:48:28,62240.87103,62228.42286,92.23771839,91.70443689,28.79110187,28.61053085
06/07/2009,17:53:31,62228.41787,62203.5265,92.23771839,91.65857091,28.78245849,28.60480874
06/07/2009,17:58:33,62203.51156,62197.29121,92.28386955,91.73195648,28.79110187,28.61053085
06/07/2009,18:03:36,62215.96472,62215.96472,92.30233002,91.72278328,28.79686413,28.59336453
06/07/2009,18:08:38,62240.87103,62215.97468,92.22848816,91.64022452,28.79974525,28.59908664
06/07/2009,18:13:40,62253.32418,62247.09885,92.29309979,91.67691731,28.78245849,28.59908664
06/07/2009,18:18:43,62222.1913,62191.0802,92.23771839,91.67691731,28.79974525,28.60480874
06/07/2009,18:23:45,62265.77734,62240.87103,92.30233002,91.64022452,28.78533962,28.58764243
06/07/2009,18:28:48,62228.41787,62203.5265,92.23771839,91.70443689,28.79110187,28.59908664
06/07/2009,18:33:50,62228.41787,62228.41787,92.26540909,91.66774411,28.81126976,28.59050348
06/07/2009,18:38:52,62209.73814,62191.07522,92.27463932,91.64022452,28.78822074,28.6076698
06/07/2009,18:43:55,62228.41787,62228.41787,92.21002769,91.66774411,28.793983,28.59908664
06/07/2009,18:48:57,62259.55076,62234.64694,92.26540909,91.6860905,28.79686413,28.61053085
06/07/2009,18:54:00,62247.09761,62222.19877,92.24694862,91.6952637,28.793983,28.59908664
06/07/2009,18:59:02,62228.41787,62228.41787,92.24694862,91.72278328,28.79974525,28.60194769
06/07/2009,19:04:04,62215.96472,62203.52153,92.24694862,91.72278328,28.793983,28.58764243
06/07/2009,19:09:07,62259.55076,62234.64694,92.24694862,91.6860905,28.79686413,28.59050348
06/07/2009,19:14:09,62240.87103,62234.64694,92.22848816,91.6860905,28.80838863,28.59622558
06/07/2009,19:19:12,62253.32418,62222.19752,92.24694862,91.67691731,28.80262638,28.61053085
06/07/2009,19:24:14,62259.55076,62247.09885,92.26540909,91.72278328,28.79686413,28.59908664
06/07/2009,19:29:16,62259.55076,62247.09885,92.21002769,91.65857091,28.793983,28.58764243
06/07/2009,19:34:19,62209.73814,62197.29619,92.26540909,91.66774411,28.79974525,28.58764243
06/07/2009,19:39:21,62247.09761,62234.64819,92.24694862,91.72278328,28.81126976,28.59908664
06/07/2009,19:44:24,62247.09761,62234.64819,92.30233002,91.67691731,28.78245849,28.58764243
06/07/2009,19:49:26,62247.09761,62240.8729,92.23771839,91.73195648,28.80262638,28.60480874
06/07/2009,19:54:28,62209.73814,62184.85424,92.29309979,91.66774411,28.793983,28.6076698
06/07/2009,19:59:31,62265.77734,62240.87103,92.24694862,91.67691731,28.793983,28.58764243
06/07/2009,20:04:33,62247.09761,62222.19877,92.21002769,91.72278328,28.79974525,28.61053085
06/07/2009,20:09:36,62265.77734,62265.77734,92.22848816,91.67691731,28.793983,28.61053085
06/07/2009,20:14:38,62209.73814,62178.63327,92.21925792,91.70443689,28.793983,28.59336453
06/07/2009,20:19:40,62222.1913,62203.52464,92.26540909,91.72278328,28.80262638,28.59336453
06/07/2009,20:24:43,62265.77734,62247.09761,92.25617885,91.67691731,28.78245849,28.59050348
06/07/2009,20:29:45,62222.1913,62222.1913,92.24694862,91.67691731,28.78822074,28.58764243
06/07/2009,20:34:48,62203.51156,62197.29121,92.28386955,91.72278328,28.79686413,28.59622558
06/07/2009,20:39:50,62247.09761,62215.97406,92.23771839,91.66774411,28.79110187,28.58764243
06/07/2009,20:44:52,62240.87103,62222.19877,92.21925792,91.64022452,28.80838863,28.58192032
06/07/2009,20:49:55,62265.77734,62240.87103,92.28386955,91.6952637,28.78533962,28.59622558
06/07/2009,20:54:57,62253.32418,62228.42285,92.21925792,91.67691731,28.79974525,28.58478137
06/07/2009,21:00:00,62265.77734,62259.55076,92.21925792,91.65857091,28.80262638,28.59050348
06/07/2009,21:05:02,62203.51156,62172.4098,92.23771839,91.71361009,28.78245849,28.59622558
06/07/2009,21:10:04,62259.55076,62247.09885,92.24694862,91.64022452,28.79974525,28.59622558
06/07/2009,21:15:07,62222.1913,62191.0802,92.22848816,91.6952637,28.79974525,28.60480874
06/07/2009,21:20:09,62240.87103,62222.19877,92.22848816,91.70443689,28.78245849,28.60480874
06/07/2009,21:25:12,62265.77734,62253.32418,92.26540909,91.6860905,28.81126976,28.58478137
06/07/2009,21:30:14,62234.64445,62209.75059,92.30233002,91.67691731,28.78822074,28.60480874
06/07/2009,21:35:16,62234.64445,62215.97406,92.26540909,91.67691731,28.78245849,28.58764243
06/07/2009,21:40:19,62215.96472,62191.07833,92.21002769,91.65857091,28.80262638,28.6076698
06/07/2009,21:45:21,62234.64445,62203.52713,92.27463932,91.6860905,28.79686413,28.58192032
06/07/2009,21:50:24,62209.73814,62197.29619,92.22848816,91.71361009,28.80550751,28.59336453
06/07/2009,21:55:26,62247.09761,62240.8729,92.25617885,91.73195648,28.80838863,28.59336453
06/07/2009,22:00:28,62234.64445,62234.64445,92.22848816,91.64939772,28.79686413,28.59908664
06/07/2009,22:05:31,62222.1913,62191.0802,92.24694862,91.64939772,28.81126976,28.59336453
06/07/2009,22:10:33,62265.77734,62265.77734,92.23771839,91.6860905,28.80550751,28.60194769
06/07/2009,22:15:36,62228.41787,62222.19503,92.27463932,91.73195648,28.80838863,28.61053085
06/07/2009,22:20:38,62240.87103,62228.42286,92.21925792,91.71361009,28.78822074,28.58192032
06/07/2009,22:25:40,62265.77734,62234.64445,92.24694862,91.72278328,28.80550751,28.6076698
06/07/2009,22:30:43,62240.87103,62209.75059,92.27463932,91.64939772,28.80262638,28.59050348
06/07/2009,22:35:45,62222.1913,62203.52464,92.23771839,91.64939772,28.78822074,28.58192032
06/07/2009,22:40:48,62240.87103,62228.42286,92.22848816,91.71361009,28.80550751,28.59050348
06/07/2009,22:45:50,62222.1913,62215.96908,92.23771839,91.70443689,28.793983,28.58764243
06/07/2009,22:50:52,62228.41787,62209.74934,92.30233002,91.72278328,28.80838863,28.6076698
06/07/2009,22:55:55,62215.96472,62197.29993,92.30233002,91.6860905,28.80550751,28.6076698
06/07/2009,23:00:57,62228.41787,62228.41787,92.23771839,91.71361009,28.78245849,28.59050348
06/07/2009,23:06:00,62265.77734,62253.32418,92.22848816,91.6952637,28.79686413,28.60194769
06/07/2009,23:11:02,62265.77734,62259.55076,92.26540909,91.67691731,28.78533962,28.59050348
06/07/2009,23:16:04,62259.55076,62234.64694,92.25617885,91.6860905,28.78822074,28.59908664
06/07/2009,23:21:07,62259.55076,62240.87289,92.30233002,91.64022452,28.78245849,28.59622558
06/07/2009,23:26:09,62203.51156,62184.85051,92.23771839,91.64939772,28.80838863,28.59908664
06/07/2009,23:31:12,62247.09761,62234.64819,92.27463932,91.71361009,28.80262638,28.59336453
06/07/2009,23:36:14,62259.55076,62247.09885,92.21002769,91.70443689,28.793983,28.59050348
06/07/2009,23:41:16,62215.96472,62209.74312,92.21002769,91.65857091,28.79974525,28.6076698
06/07/2009,23:46:19,62247.09761,62247.09761,92.27463932,91.6952637,28.78533962,28.60194769
